65, 52, 35, 21, 23, 24, 19, 23, 25, 17, 20, 16, 18, 17, 17, 18, 20, 22, 21, 22, 19, 24, 21, 20, 32, 28, 29, 27, 25, 24, 26, 29, 30, 30, 27, 36, 27, 26, 37, 39, 42, 38, 33, 69, 44, 43, 32, 34, 34, 37, 48, 49, 38, 36, 42, 42, 60, 41, 40, 39, 46, 60, 49, 64, 50, 66, 53, 59, 78, 84, 76, 91, 101, 122, 104, 139, 122, 104, 127, 124, 136, 126, 160, 214, 190, 206, 205, 281, 276, 416, 464, 531, 565, 723, 1031, 1499, 1435, 2382, 5097, 22962, 
16, 11, 10, 10, 11, 10, 17, 17, 10, 11, 10, 11, 10, 10, 10, 11, 30, 18, 14, 11, 10, 14, 10, 11, 19, 18, 12, 11, 12, 11, 11, 11, 19, 18, 13, 17, 13, 12, 18, 20, 13, 14, 15, 24, 23, 14, 17, 17, 14, 12, 22, 16, 14, 14, 15, 24, 21, 15, 16, 18, 25, 19, 24, 22, 23, 25, 20, 23, 30, 30, 30, 30, 43, 28, 32, 27, 40, 28, 46, 35, 39, 36, 40, 44, 32, 35, 44, 75, 40, 43, 47, 47, 46, 51, 63, 62, 81, 64, 93, 276, 
0, 3, 0, 1, 6, 5, 6, 3, 8, 8, 15, 9, 13, 8, 13, 13, 8, 11, 11, 18, 18, 24, 23, 22, 39, 19, 25, 26, 28, 25, 34, 31, 27, 28, 26, 39, 32, 33, 45, 39, 43, 47, 38, 40, 43, 48, 34, 43, 46, 49, 47, 56, 45, 45, 58, 48, 70, 54, 51, 51, 55, 68, 68, 66, 52, 64, 67, 70, 75, 70, 69, 76, 72, 76, 79, 76, 82, 74, 77, 82, 78, 78, 87, 81, 85, 81, 85, 82, 87, 90, 92, 96, 95, 93, 95, 96, 93, 99, 99, 99, 
0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 3, 1, 1, 2, 2, 0, 6, 0, 1, 2, 2, 1, 6, 2, 7, 3, 5, 3, 3, 4, 5, 2, 10, 5, 6, 5, 3, 7, 7, 6, 11, 9, 12, 8, 14, 13, 8, 6, 9, 12, 9, 12, 14, 11, 17, 9, 13, 18, 15, 20, 10, 16, 16, 21, 16, 18, 19, 21, 28, 18, 24, 25, 24, 25, 32, 20, 23, 29, 34, 27, 34, 22, 18, 29, 26, 32, 30, 35, 32, 32, 41, 39, 38, 39, 40, 34, 34, 38, 
