78, 65, 73, 104, 96, 75, 102, 102, 106, 82, 107, 111, 107, 108, 87, 115, 180, 119, 114, 97, 117, 117, 121, 95, 120, 127, 123, 118, 102, 123, 124, 132, 102, 127, 128, 125, 126, 103, 128, 128, 129, 105, 132, 131, 132, 140, 109, 137, 137, 137, 132, 110, 135, 137, 137, 111, 139, 139, 201, 145, 116, 146, 145, 144, 118, 188, 150, 156, 157, 126, 148, 148, 144, 126, 754, 158, 156, 157, 135, 159, 161, 160, 154, 131, 157, 159, 157, 134, 159, 166, 160, 296, 131, 160, 155, 162, 134, 161, 166, 160, 
54, 63, 65, 71, 70, 75, 79, 80, 82, 81, 87, 90, 89, 92, 88, 99, 95, 97, 94, 98, 96, 99, 101, 97, 101, 102, 103, 107, 102, 107, 108, 309, 251, 104, 110, 111, 112, 107, 113, 118, 118, 115, 122, 118, 116, 114, 121, 122, 112, 118, 119, 121, 123, 119, 131, 125, 129, 126, 130, 129, 132, 133, 134, 131, 126, 138, 125, 332, 277, 124, 135, 133, 133, 133, 142, 141, 144, 140, 139, 141, 133, 156, 146, 134, 144, 141, 137, 142, 145, 348, 150, 149, 146, 148, 145, 146, 146, 147, 149, 146, 
